Game,Move,White,Black,White_moved,Black_moved,move_detail_white,move_detail_black,Result,WhiteRank,BlackRank,white_rank_text,black_rank_text,statuss
11,20,a3,Bxc3,Moved,Take Knight  ,,,1--0,1537,1499,competente,competente,competente
11,21,Nxc3,Nb6,Take Bishop   ,Moved,,,1--0,1537,1499,competente,competente,competente
11,22,Qc1,Bg6,Moved,Moved,,,1--0,1537,1499,competente,competente,competente
11,23,Qb1,Nd7,Moved,Moved,,,1--0,1537,1499,competente,competente,competente
11,24,b3,f5,Moved,Moved,,,1--0,1537,1499,competente,competente,competente
11,25,bxc4,f4,Take Pawn  ,Moved,,,1--0,1537,1499,competente,competente,competente
11,26,cxd5,fxg3,Take Pawn  ,Take Bishop  ,,,1--0,1537,1499,competente,competente,competente
11,27,Rxf8+,Rxf8,Take Rook and check ,Take Rook  ,,,1--0,1537,1499,competente,competente,competente
11,28,d6,Rxf1+,Moved,Take Rook and check ,,,1--0,1537,1499,competente,competente,competente
11,29,Kxf1,Qf7+,Take Rook  ,Check,,,1--0,1537,1499,competente,competente,competente
11,30,Kg1,Qf2+,Moved,Check,,,1--0,1537,1499,competente,competente,competente
11,31,Kh1,Bxc2,Moved,Take Pawn  ,,,1--0,1537,1499,competente,competente,competente
11,32,Qc1,Kb8,Moved,Moved,,,1--0,1537,1499,competente,competente,competente
11,33,hxg3,Bb3,Take Pawn  ,Moved,,,1--0,1537,1499,competente,competente,competente
11,34,Qxg5,Qe1+,Take Pawn  ,Check,,,1--0,1537,1499,competente,competente,competente
11,35,Kh2,Qxc3,Moved,Take Knight  ,,,1--0,1537,1499,competente,competente,competente
11,36,Qd8+,Ka7,Check,Moved,,,1--0,1537,1499,competente,competente,competente
11,37,Qxd7,Qxd4,Take Knight   ,Take Pawn  ,,,1--0,1537,1499,competente,competente,competente
11,38,Qe7,Ba4,Moved,Moved,,,1--0,1537,1499,competente,competente,competente
11,39,Qxe6,Qb6,Take Pawn  ,Moved,,,1--0,1537,1499,competente,competente,competente
11,40,Qe7,Qc6,Moved,Moved,,,1--0,1537,1499,competente,competente,competente
11,41,e6,Qd5,Moved,Moved,,,1--0,1537,1499,competente,competente,competente
11,42,d7,Bxd7,Moved,Take Pawn  ,,,1--0,1537,1499,competente,competente,competente
11,43,exd7,Qh5+,Take Bishop   ,Check,,,1--0,1537,1499,competente,competente,competente
11,44,Kg1,Qd1+,Moved,Check,,,1--0,1537,1499,competente,competente,competente
11,45,Kf2,Qd2+,Moved,Check,,,1--0,1537,1499,competente,competente,competente
11,46,Kf3,Qd1+,Moved,Check,,,1--0,1537,1499,competente,competente,competente
11,47,Kf4,Qf1+,Moved,Check,,,1--0,1537,1499,competente,competente,competente
11,48,Kg4,Qd1+,Moved,Check,,,1--0,1537,1499,competente,competente,competente
11,49,Kh3,Qh1+,Moved,Check,,,1--0,1537,1499,competente,competente,competente
11,50,Kg4,Qc1,Moved,Moved,,,1--0,1537,1499,competente,competente,competente
11,51,Kf3,Qd1+,Moved,Check,,,1--0,1537,1499,competente,competente,competente
11,52,Kf2,Qd2+,Moved,Check,,,1--0,1537,1499,competente,competente,competente
11,53,Kf3,Qxd7,Moved,Take Pawn  ,,,1--0,1537,1499,competente,competente,competente
11,54,Qxd7,,Take Queen  ,Moved,,,1--0,1537,1499,competente,competente,competente
12,1,e3,e5,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,2,d4,exd4,Moved,Take Pawn  ,,,1--0,1504,1491,competente,competente,competente
12,3,exd4,d5,Take Pawn  ,Moved,,,1--0,1504,1491,competente,competente,competente
12,4,Nf3,Nf6,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,5,Bd3,Bd6,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,6,O-O,Bg4,Castle  ,Moved,,,1--0,1504,1491,competente,competente,competente
12,7,h3,Bxf3,Moved,Take Knight  ,,,1--0,1504,1491,competente,competente,competente
12,8,Qxf3,O-O,Take Bishop   ,Castle  ,,,1--0,1504,1491,competente,competente,competente
12,9,Bg5,Be7,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,10,Bxf6,Bxf6,Take Knight   ,Take Bishop  ,,,1--0,1504,1491,competente,competente,competente
12,11,c3,c6,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,12,Nd2,Nd7,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,13,Bc2,g6,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,14,Qg3,Bh4,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,15,Qd3,Bf6,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,16,f4,Bg7,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,17,f5,Nf6,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,18,Rae1,Qd6,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,19,g4,Rae8,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,20,g5,Ne4,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,21,Nxe4,dxe4,Take Knight   ,Take Knight  ,,,1--0,1504,1491,competente,competente,competente
12,22,Rxe4,Rxe4,Take Pawn  ,Take Knight  ,,,1--0,1504,1491,competente,competente,competente
12,23,Qxe4,Qg3+,Take Rook  ,Check,,,1--0,1504,1491,competente,competente,competente
12,24,Qg2,Qe3+,Moved,Check,,,1--0,1504,1491,competente,competente,competente
12,25,Kh1,gxf5,Moved,Take Pawn  ,,,1--0,1504,1491,competente,competente,competente
12,26,Rxf5,Qc1+,Take Pawn  ,Check,,,1--0,1504,1491,competente,competente,competente
12,27,Rf1,Qxb2,Moved,Take Pawn  ,,,1--0,1504,1491,competente,competente,competente
12,28,Bxh7+,Kxh7,Take Pawn and check ,Take Bishop  ,,,1--0,1504,1491,competente,competente,competente
12,29,Qxb2,f6,Take Queen  ,Moved,,,1--0,1504,1491,competente,competente,competente
12,30,Qc2+,Kg8,Check,Moved,,,1--0,1504,1491,competente,competente,competente
12,31,g6,Re8,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,32,Qb3+,Kh8,Check,Moved,,,1--0,1504,1491,competente,competente,competente
12,33,Rf4,Bh6,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,34,Rh4,Kg7,Moved,Moved,,,1--0,1504,1491,competente,competente,competente
12,35,Qf7+,,Check,Moved,,,1--0,1504,1491,competente,competente,competente
13,1,e4,c5,Moved,Moved,,,0-1,1481,1426,competente,competente,competente
13,2,d4,cxd4,Moved,Take Pawn  ,,,0-1,1481,1426,competente,competente,competente
13,3,c3,Nc6,Moved,Moved,,,0-1,1481,1426,competente,competente,competente
13,4,Nf3,dxc3,Moved,Take Pawn  ,,,0-1,1481,1426,competente,competente,competente
13,5,Nxc3,g6,Take Pawn  ,Moved,,,0-1,1481,1426,competente,competente,competente
13,6,Bc4,Bg7,Moved,Moved,,,0-1,1481,1426,competente,competente,competente
13,7,e5,Nxe5,Moved,Take Pawn  ,,,0-1,1481,1426,competente,competente,competente
13,8,Nxe5,Bxe5,Take Knight   ,Take Pawn  ,,,0-1,1481,1426,competente,competente,competente
13,9,Bxf7+,Kxf7,Take Pawn and check ,Take Bishop  ,,,0-1,1481,1426,competente,competente,competente
13,10,Qd5+,e6,Check,Moved,,,0-1,1481,1426,competente,competente,competente
13,11,Qxe5,Ne7,Take Bishop   ,Moved,,,0-1,1481,1426,competente,competente,competente
13,12,Bg5,d6,Moved,Moved,,,0-1,1481,1426,competente,competente,competente
13,13,Qf6+,Kg8,Check,Moved,,,0-1,1481,1426,competente,competente,competente
13,14,Qxe7,,Take Knight   ,Moved,,,0-1,1481,1426,competente,competente,competente
14,1,d4,e6,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,2,c4,Nf6,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,3,Nc3,Bb4,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,4,Bd2,a5,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,5,Nf3,Nc6,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,6,e3,d5,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,7,Bd3,dxc4,Moved,Take Pawn  ,,,0-1,1442,1488,competente,competente,competente
14,8,Bxc4,Bd7,Take Pawn  ,Moved,,,0-1,1442,1488,competente,competente,competente
14,9,Bd3,O-O,Moved,Castle  ,,,0-1,1442,1488,competente,competente,competente
14,10,O-O,e5,Castle  ,Moved,,,0-1,1442,1488,competente,competente,competente
14,11,a3,Be7,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,12,dxe5,Ng4,Take Pawn  ,Moved,,,0-1,1442,1488,competente,competente,competente
14,13,Qc2,f6,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,14,Bxh7+,Kh8,Take Pawn and check ,Moved,,,0-1,1442,1488,competente,competente,competente
14,15,Nd5,Ncxe5,Moved,Take Pawn  ,,,0-1,1442,1488,competente,competente,competente
14,16,Nxe5,Nxe5,Take Knight   ,Take Knight  ,,,0-1,1442,1488,competente,competente,competente
14,17,Bc3,Bg4,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,18,Nxe7,Qxe7,Take Bishop   ,Take Knight  ,,,0-1,1442,1488,competente,competente,competente
14,19,f3,Bh5,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,20,g4,Bf7,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,21,Bxe5,Qxe5,Take Knight   ,Take Bishop  ,,,0-1,1442,1488,competente,competente,competente
14,22,Rae1,Rad8,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,23,f4,Qe6,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,24,Bf5,Qd5,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,25,Qf2,g6,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,26,Qh4+,Kg7,Check,Moved,,,0-1,1442,1488,competente,competente,competente
14,27,Bb1,Rh8,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,28,Qg3,Qd2,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,29,f5,Bc4,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
14,30,fxg6,Rd7,Take Pawn  ,Moved,,,0-1,1442,1488,competente,competente,competente
14,31,g5,f5,Moved,Moved,,,0-1,1442,1488,competente,competente,competente
15,1,e4,c5,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,2,Bc4,Nc6,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,3,Qh5,e6,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,4,f4,Nf6,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,5,Qf3,Nd4,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,6,Qd3,d5,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,7,Bb5+,Nxb5,Check,Take Bishop  ,,,1--0,1501,1480,competente,competente,competente
15,8,Qxb5+,Bd7,Take Knight and check  ,Moved,,,1--0,1501,1480,competente,competente,competente
15,9,Qxb7,Nxe4,Take Pawn  ,Take Pawn  ,,,1--0,1501,1480,competente,competente,competente
15,10,d3,Nd6,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,11,Qb3,Be7,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,12,Nf3,O-O,Moved,Castle  ,,,1--0,1501,1480,competente,competente,competente
15,13,Nc3,Rb8,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,14,Qa3,d4,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,15,Ne4,Nf5,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,16,b3,Bh4+,Moved,Check,,,1--0,1501,1480,competente,competente,competente
15,17,g3,Be7,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,18,O-O,c4,Castle  ,Moved,,,1--0,1501,1480,competente,competente,competente
15,19,Qb2,c3,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,20,Qb1,Bc6,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,21,a3,Bxe4,Moved,Take Knight  ,,,1--0,1501,1480,competente,competente,competente
15,22,dxe4,Nd6,Take Bishop   ,Moved,,,1--0,1501,1480,competente,competente,competente
15,23,Re1,Qb6,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,24,a4,Rfe8,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,25,Ne5,Qb7,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,26,Ba3,Nxe4,Moved,Take Pawn  ,,,1--0,1501,1480,competente,competente,competente
15,27,Bxe7,Nd2,Take Bishop   ,Moved,,,1--0,1501,1480,competente,competente,competente
15,28,Qd1,Rxe7,Moved,Take Bishop  ,,,1--0,1501,1480,competente,competente,competente
15,29,Nd3,Rd8,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,30,Nc5,Qa8,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,31,Nd3,Nf3+,Moved,Check,,,1--0,1501,1480,competente,competente,competente
15,32,Kf2,Nxe1,Moved,Take Rook  ,,,1--0,1501,1480,competente,competente,competente
15,33,Qxe1,h6,Take Knight   ,Moved,,,1--0,1501,1480,competente,competente,competente
15,34,Qe5,Red7,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
15,35,Nc5,Rd5,Moved,Moved,,,1--0,1501,1480,competente,competente,competente
16,1,e4,c5,Moved,Moved,,,1--0,1487,1422,competente,competente,competente
16,2,Nf3,Nc6,Moved,Moved,,,1--0,1487,1422,competente,competente,competente
16,3,d4,cxd4,Moved,Take Pawn  ,,,1--0,1487,1422,competente,competente,competente
16,4,Nxd4,g6,Take Pawn  ,Moved,,,1--0,1487,1422,competente,competente,competente
16,5,Nc3,Bg7,Moved,Moved,,,1--0,1487,1422,competente,competente,competente
16,6,Be3,Nf6,Moved,Moved,,,1--0,1487,1422,competente,competente,competente
16,7,Bc4,O-O,Moved,Castle  ,,,1--0,1487,1422,competente,competente,competente
16,8,Bb3,e6,Moved,Moved,,,1--0,1487,1422,competente,competente,competente
16,9,f3,Na5,Moved,Moved,,,1--0,1487,1422,competente,competente,competente
16,10,Qd2,Nxb3,Moved,Take Bishop  ,,,1--0,1487,1422,competente,competente,competente
16,11,axb3,d5,Take Knight   ,Moved,,,1--0,1487,1422,competente,competente,competente
16,12,O-O-O,Qa5,Long Castle  ,Moved,,,1--0,1487,1422,competente,competente,competente
16,13,Kb1,Rd8,Moved,Moved,,,1--0,1487,1422,competente,competente,competente
16,14,Bh6,dxe4,Moved,Take Pawn  ,,,1--0,1487,1422,competente,competente,competente
16,15,Bxg7,Kxg7,Take Bishop   ,Take Bishop  ,,,1--0,1487,1422,competente,competente,competente
16,16,Qe3,exf3,Moved,Take Pawn  ,,,1--0,1487,1422,competente,competente,competente
16,17,Nxf3,b6,Take Pawn  ,Moved,,,1--0,1487,1422,competente,competente,competente
16,18,Rxd8,Bb7,Take Rook  ,Moved,,,1--0,1487,1422,competente,competente,competente
16,19,Rxa8,Bxa8,Take Rook  ,Take Rook  ,,,1--0,1487,1422,competente,competente,competente
16,20,Qd2,Qa6,Moved,Moved,,,1--0,1487,1422,competente,competente,competente
16,21,Ne5,b5,Moved,Moved,,,1--0,1487,1422,competente,competente,competente
16,22,h4,h5,Moved,Moved,,,1--0,1487,1422,competente,competente,competente
16,23,Rg1,Ng4,Moved,Moved,,,1--0,1487,1422,competente,competente,competente
16,24,Nxg4,hxg4,Take Knight   ,Take Knight  ,,,1--0,1487,1422,competente,competente,competente
16,25,Qd4+,Kg8,Check,Moved,,,1--0,1487,1422,competente,competente,competente
16,26,Qxg4,Qb6,Take Pawn  ,Moved,,,1--0,1487,1422,competente,competente,competente
16,27,Rd1,a5,Moved,Moved,,,1--0,1487,1422,competente,competente,competente
16,28,h5,b4,Moved,Moved,,,1--0,1487,1422,competente,competente,competente
16,29,Ne4,a4,Moved,Moved,,,1--0,1487,1422,competente,competente,competente
16,30,hxg6,a3,Take Pawn  ,Moved,,,1--0,1487,1422,competente,competente,competente
16,31,gxf7+,Kf8,Take Pawn and check ,Moved,,,1--0,1487,1422,competente,competente,competente
16,32,Qg8+,Ke7,Check,Moved,,,1--0,1487,1422,competente,competente,competente
16,33,Qe8#,,Check and Mate,Moved,,,1--0,1487,1422,competente,competente,competente
17,1,d4,e6,Moved,Moved,,,0-1,1479,1511,competente,competente,competente
17,2,c4,d6,Moved,Moved,,,0-1,1479,1511,competente,competente,competente
17,3,Nc3,c6,Moved,Moved,,,0-1,1479,1511,competente,competente,competente
17,4,Nf3,Qf6,Moved,Moved,,,0-1,1479,1511,competente,competente,competente
17,5,Bg5,Qg6,Moved,Moved,,,0-1,1479,1511,competente,competente,competente
17,6,e4,Be7,Moved,Moved,,,0-1,1479,1511,competente,competente,competente
17,7,Bxe7,Nxe7,Take Bishop   ,Take Bishop  ,,,0-1,1479,1511,competente,competente,competente
17,8,g3,O-O,Moved,Castle  ,,,0-1,1479,1511,competente,competente,competente
17,9,Bg2,f5,Moved,Moved,,,0-1,1479,1511,competente,competente,competente
17,10,h4,h5,Moved,Moved,,,0-1,1479,1511,competente,competente,competente
17,11,exf5,Nxf5,Take Pawn  ,Take Pawn  ,,,0-1,1479,1511,competente,competente,competente
17,12,Qc2,Qf6,Moved,Moved,,,0-1,1479,1511,competente,competente,competente
17,13,O-O-O,d5,Long Castle  ,Moved,,,0-1,1479,1511,competente,competente,competente
17,14,Ne5,Nd7,Moved,Moved,,,0-1,1479,1511,competente,competente,competente
17,15,f4,Nxg3,Moved,Take Pawn  ,,,0-1,1479,1511,competente,competente,competente
17,16,Rh3,Nf5,Moved,Moved,,,0-1,1479,1511,competente,competente,competente
17,17,Rg1,Nxe5,Moved,Take Knight  ,,,0-1,1479,1511,competente,competente,competente
17,18,dxe5,Qf7,Take Knight   ,Moved,,,0-1,1479,1511,competente,competente,competente
17,19,Bf3,Kh7,Moved,Moved,,,0-1,1479,1511,competente,competente,competente
17,20,Rh2,Rg8,Moved,Moved,,,0-1,1479,1511,competente,competente,competente
17,21,Rhg2,Kh6,Moved,Moved,,,0-1,1479,1511,competente,competente,competente
17,22,Qd1,Nxh4,Moved,Take Pawn  ,,,0-1,1479,1511,competente,competente,competente
17,23,Rh2,Nxf3,Moved,Take Bishop  ,,,0-1,1479,1511,competente,competente,competente
17,24,Qxf3,Qf5,Take Knight   ,Moved,,,0-1,1479,1511,competente,competente,competente
17,25,Rg5,Qf7,Moved,Moved,,,0-1,1479,1511,competente,competente,competente
17,26,Rhxh5+,Qxh5,Take Pawn and check ,Take Rook  ,,,0-1,1479,1511,competente,competente,competente
17,27,Qxh5#,,Take Queen  and mate,Moved,,,0-1,1479,1511,competente,competente,competente
18,1,d4,e6,Moved,Moved,,,1--0,1488,1501,competente,competente,competente
18,2,c4,f5,Moved,Moved,,,1--0,1488,1501,competente,competente,competente
18,3,Nc3,Nf6,Moved,Moved,,,1--0,1488,1501,competente,competente,competente
18,4,Bg5,Be7,Moved,Moved,,,1--0,1488,1501,competente,competente,competente
18,5,Nf3,Ne4,Moved,Moved,,,1--0,1488,1501,competente,competente,competente
18,6,Nxe4,fxe4,Take Knight   ,Take Knight  ,,,1--0,1488,1501,competente,competente,competente
18,7,Bxe7,Qxe7,Take Bishop   ,Take Bishop  ,,,1--0,1488,1501,competente,competente,competente
18,8,Ne5,O-O,Moved,Castle  ,,,1--0,1488,1501,competente,competente,competente
18,9,e3,Nc6,Moved,Moved,,,1--0,1488,1501,competente,competente,competente
18,10,Ng4,d5,Moved,Moved,,,1--0,1488,1501,competente,competente,competente
18,11,c5,e5,Moved,Moved,,,1--0,1488,1501,competente,competente,competente
18,12,h4,Qf7,Moved,Moved,,,1--0,1488,1501,competente,competente,competente
18,13,Qc2,Bxg4,Moved,Take Knight  ,,,1--0,1488,1501,competente,competente,competente
19,1,d4,d5,Moved,Moved,,,1--0,1495,1448,competente,competente,competente
19,2,c4,e5,Moved,Moved,,,1--0,1495,1448,competente,competente,competente
19,3,e4,dxe4,Moved,Take Pawn  ,,,1--0,1495,1448,competente,competente,competente
19,4,d5,Bb4+,Moved,Check,,,1--0,1495,1448,competente,competente,competente
19,5,Bd2,Qe7,Moved,Moved,,,1--0,1495,1448,competente,competente,competente
19,6,Nc3,Nf6,Moved,Moved,,,1--0,1495,1448,competente,competente,competente
19,7,Qe2,Bf5,Moved,Moved,,,1--0,1495,1448,competente,competente,competente
19,8,g4,Bg6,Moved,Moved,,,1--0,1495,1448,competente,competente,competente
19,9,h3,h6,Moved,Moved,,,1--0,1495,1448,competente,competente,competente
19,10,Bg2,Bxc3,Moved,Take Knight  ,,,1--0,1495,1448,competente,competente,competente
19,11,Bxc3,Nbd7,Take Bishop   ,Moved,,,1--0,1495,1448,competente,competente,competente
19,12,O-O-O,Nc5,Long Castle  ,Moved,,,1--0,1495,1448,competente,competente,competente
19,13,Bb4,Nd3+,Moved,Check,,,1--0,1495,1448,competente,competente,competente
19,14,Rxd3,Qxb4,Take Knight   ,Take Bishop  ,,,1--0,1495,1448,competente,competente,competente
19,15,Rb3,Qc5,Moved,Moved,,,1--0,1495,1448,competente,competente,competente
19,16,h4,Nxd5,Moved,Take Pawn  ,,,1--0,1495,1448,competente,competente,competente
19,17,Bxe4,Nf4,Take Pawn  ,Moved,,,1--0,1495,1448,competente,competente,competente
19,18,Qf3,Bxe4,Moved,Take Bishop  ,,,1--0,1495,1448,competente,competente,competente
19,19,Qxe4,O-O,Take Bishop   ,Castle  ,,,1--0,1495,1448,competente,competente,competente
19,20,Nf3,Qxf2,Moved,Take Pawn  ,,,1--0,1495,1448,competente,competente,competente
19,21,g5,Rad8,Moved,Moved,,,1--0,1495,1448,competente,competente,competente
19,22,gxh6,f5,Take Pawn  ,Moved,,,1--0,1495,1448,competente,competente,competente
19,23,Qe1,Qc5,Moved,Moved,,,1--0,1495,1448,competente,competente,competente
19,24,hxg7,Rf7,Take Pawn  ,Moved,,,1--0,1495,1448,competente,competente,competente
19,25,Ng5,Nd3+,Moved,Check,,,1--0,1495,1448,competente,competente,competente
19,26,Rxd3,Rxd3,Take Knight   ,Take Rook  ,,,1--0,1495,1448,competente,competente,competente
19,27,Nxf7,Kxf7,Take Rook  ,Take Knight  ,,,1--0,1495,1448,competente,competente,competente
19,28,b3,Re3,Moved,Moved,,,1--0,1495,1448,competente,competente,competente
19,29,Qd2,Qd4,Moved,Moved,,,1--0,1495,1448,competente,competente,competente
